case,patch_index,patch_kind,target_prompt,action,real_change_rate,predicted_change_rate,change_direction_cosine,relative_target_nmse
HEM_PA107.nii.gz,2,foreground,the liver,wrong_left_kidney,0.10462325811386108,0.10916352272033691,0.5180221796035767,0.01103003229945898
HEM_PA107.nii.gz,2,foreground,the liver,wrong_right_kidney,0.10462325811386108,0.12974557280540466,0.4874509274959564,0.014546274207532406
HEM_PA107.nii.gz,2,foreground,human liver,source_identity,0.1977151334285736,0.0,,0.039089225232601166
HEM_PA107.nii.gz,2,foreground,human liver,correct_action,0.1977151334285736,0.20312462747097015,0.9799182415008545,0.0016421801410615444
HEM_PA107.nii.gz,2,foreground,human liver,wrong_spleen,0.1977151334285736,0.09244905412197113,0.32454177737236023,0.03577190637588501
HEM_PA107.nii.gz,2,foreground,human liver,wrong_left_kidney,0.1977151334285736,0.10916352272033691,0.8158884048461914,0.015788022428750992
HEM_PA107.nii.gz,2,foreground,human liver,wrong_right_kidney,0.1977151334285736,0.12974557280540466,0.47820302844047546,0.03138917684555054
HEM_PA107.nii.gz,2,foreground,hepatic organ,source_identity,0.24025125801563263,0.0,,0.05771666765213013
HEM_PA107.nii.gz,2,foreground,hepatic organ,correct_action,0.24025125801563263,0.25008511543273926,0.9822087287902832,0.002234457526355982
HEM_PA107.nii.gz,2,foreground,hepatic organ,wrong_spleen,0.24025125801563263,0.09244905412197113,0.21564039587974548,0.05668438971042633
HEM_PA107.nii.gz,2,foreground,hepatic organ,wrong_left_kidney,0.24025125801563263,0.10916352272033691,0.4979744255542755,0.04351390153169632
HEM_PA107.nii.gz,2,foreground,hepatic organ,wrong_right_kidney,0.24025125801563263,0.12974557280540466,0.7415366172790527,0.028322936967015266
HEM_PA107.nii.gz,3,context_fill,the liver,source_identity,0.04551570862531662,0.0,,0.0020716609433293343
HEM_PA107.nii.gz,3,context_fill,the liver,correct_action,0.04551570862531662,0.04385845735669136,0.8828567862510681,0.000470436061732471
HEM_PA107.nii.gz,3,context_fill,the liver,wrong_spleen,0.04551570862531662,0.03911377489566803,0.7269423604011536,0.0010132200550287962
HEM_PA107.nii.gz,3,context_fill,the liver,wrong_left_kidney,0.04551570862531662,0.0480211079120636,0.3431429862976074,0.002877654740586877
HEM_PA107.nii.gz,3,context_fill,the liver,wrong_right_kidney,0.04551570862531662,0.05613869056105614,0.19279582798480988,0.004237933084368706
HEM_PA107.nii.gz,3,context_fill,human liver,source_identity,0.0805881917476654,0.0,,0.006494405213743448
HEM_PA107.nii.gz,3,context_fill,human liver,correct_action,0.0805881917476654,0.08271007239818573,0.9668729305267334,0.0004461133503355086
HEM_PA107.nii.gz,3,context_fill,human liver,wrong_spleen,0.0805881917476654,0.03911377489566803,0.49388331174850464,0.004910757765173912
HEM_PA107.nii.gz,3,context_fill,human liver,wrong_left_kidney,0.0805881917476654,0.0480211079120636,0.785374641418457,0.0027217655442655087
HEM_PA107.nii.gz,3,context_fill,human liver,wrong_right_kidney,0.0805881917476654,0.05613869056105614,0.5003400444984436,0.005118776112794876
HEM_PA107.nii.gz,3,context_fill,hepatic organ,source_identity,0.10691327601671219,0.0,,0.011430432088673115
HEM_PA107.nii.gz,3,context_fill,hepatic organ,correct_action,0.10691327601671219,0.10212733596563339,0.9659374952316284,0.0007667436730116606
HEM_PA107.nii.gz,3,context_fill,hepatic organ,wrong_spleen,0.10691327601671219,0.03911377489566803,0.3140174448490143,0.0103340158239007
HEM_PA107.nii.gz,3,context_fill,hepatic organ,wrong_left_kidney,0.10691327601671219,0.0480211079120636,0.635197103023529,0.007214140146970749
HEM_PA107.nii.gz,3,context_fill,hepatic organ,wrong_right_kidney,0.10691327601671219,0.05613869056105614,0.8613378405570984,0.004242544062435627
HEM_PA81.nii.gz,0,context,the liver,source_identity,0.040071453899145126,0.0,,0.0016057186294347048
HEM_PA81.nii.gz,0,context,the liver,correct_action,0.040071453899145126,0.03904561325907707,0.8442311882972717,0.0004884877125732601
HEM_PA81.nii.gz,0,context,the liver,wrong_spleen,0.040071453899145126,0.03714028000831604,0.6521192193031311,0.0010440675541758537
HEM_PA81.nii.gz,0,context,the liver,wrong_left_kidney,0.040071453899145126,0.044524725526571274,0.32692405581474304,0.0024215923622250557
HEM_PA81.nii.gz,0,context,the liver,wrong_right_kidney,0.040071453899145126,0.05493606626987457,0.14978788793087006,0.003964209463447332
HEM_PA81.nii.gz,0,context,human liver,source_identity,0.0698859766125679,0.0,,0.004883994348347187
HEM_PA81.nii.gz,0,context,human liver,correct_action,0.0698859766125679,0.07889951765537262,0.969497799873352,0.0004176164511591196
HEM_PA81.nii.gz,0,context,human liver,wrong_spleen,0.0698859766125679,0.03714028000831604,0.48845213651657104,0.0037277699448168278
HEM_PA81.nii.gz,0,context,human liver,wrong_left_kidney,0.0698859766125679,0.044524725526571274,0.7146896719932556,0.002418739954009652
HEM_PA81.nii.gz,0,context,human liver,wrong_right_kidney,0.0698859766125679,0.05493606626987457,0.35232746601104736,0.0051966081373393536
HEM_PA81.nii.gz,0,context,hepatic organ,source_identity,0.09095322340726852,0.0,,0.008272450417280197
HEM_PA81.nii.gz,0,context,hepatic organ,correct_action,0.09095322340726852,0.09908252209424973,0.980141282081604,0.00042401161044836044
HEM_PA81.nii.gz,0,context,hepatic organ,wrong_spleen,0.09095322340726852,0.03714028000831604,0.40535202622413635,0.006913275923579931
HEM_PA81.nii.gz,0,context,hepatic organ,wrong_left_kidney,0.09095322340726852,0.044524725526571274,0.6405671238899231,0.005066749174147844
HEM_PA81.nii.gz,0,context,hepatic organ,wrong_right_kidney,0.09095322340726852,0.05493606626987457,0.8760730624198914,0.0025356539990752935
HEM_PA81.nii.gz,1,context,the liver,source_identity,0.1133522093296051,0.0,,0.012847713194787502
HEM_PA81.nii.gz,1,context,the liver,correct_action,0.1133522093296051,0.06901054084300995,0.8099645376205444,0.004938899539411068
HEM_PA81.nii.gz,1,context,the liver,wrong_spleen,0.1133522093296051,0.05717160552740097,0.6047530770301819,0.00827842764556408
HEM_PA81.nii.gz,1,context,the liver,wrong_left_kidney,0.1133522093296051,0.06944494694471359,0.10995731502771378,0.015938960015773773
HEM_PA81.nii.gz,1,context,the liver,wrong_right_kidney,0.1133522093296051,0.08488446474075317,-0.05456240102648735,0.021102415397763252
HEM_PA81.nii.gz,1,context,human liver,source_identity,0.1964852511882782,0.0,,0.03861221671104431
HEM_PA81.nii.gz,1,context,human liver,correct_action,0.1964852511882782,0.12762269377708435,0.7802276015281677,0.015766417607665062
HEM_PA81.nii.gz,1,context,human liver,wrong_spleen,0.1964852511882782,0.05717160552740097,0.1625232845544815,0.03822937607765198
HEM_PA81.nii.gz,1,context,human liver,wrong_left_kidney,0.1964852511882782,0.06944494694471359,0.6090328693389893,0.026812659576535225
HEM_PA81.nii.gz,1,context,human liver,wrong_right_kidney,0.1964852511882782,0.08488446474075317,0.5329241752624512,0.02803920768201351
HEM_PA81.nii.gz,1,context,hepatic organ,source_identity,0.19668039679527283,0.0,,0.03868882730603218
HEM_PA81.nii.gz,1,context,hepatic organ,correct_action,0.19668039679527283,0.14983992278575897,0.906843364238739,0.007685908582061529
HEM_PA81.nii.gz,1,context,hepatic organ,wrong_spleen,0.19668039679527283,0.05717160552740097,0.13060244917869568,0.039020340889692307
HEM_PA81.nii.gz,1,context,hepatic organ,wrong_left_kidney,0.19668039679527283,0.06944494694471359,0.556418776512146,0.028310265392065048
HEM_PA81.nii.gz,1,context,hepatic organ,wrong_right_kidney,0.19668039679527283,0.08488446474075317,0.787483811378479,0.01959715411067009
HEM_PA81.nii.gz,2,foreground,the liver,source_identity,0.11400161683559418,0.0,,0.012996242381632328
HEM_PA81.nii.gz,2,foreground,the liver,correct_action,0.11400161683559418,0.10762447863817215,0.9381824135780334,0.0015575764700770378
HEM_PA81.nii.gz,2,foreground,the liver,wrong_spleen,0.11400161683559418,0.10638458281755447,0.798071026802063,0.004955965559929609
HEM_PA81.nii.gz,2,foreground,the liver,wrong_left_kidney,0.11400161683559418,0.15098758041858673,0.3917974829673767,0.02230551838874817
HEM_PA81.nii.gz,2,foreground,the liver,wrong_right_kidney,0.11400161683559418,0.21783770620822906,0.28232434391975403,0.046426787972450256
HEM_PA81.nii.gz,2,foreground,human liver,source_identity,0.21256519854068756,0.0,,0.045179978013038635
HEM_PA81.nii.gz,2,foreground,human liver,correct_action,0.21256519854068756,0.2565407156944275,0.9221375584602356,0.010424857959151268
HEM_PA81.nii.gz,2,foreground,human liver,wrong_spleen,0.21256519854068756,0.10638458281755447,0.39609578251838684,0.03858388960361481
HEM_PA81.nii.gz,2,foreground,human liver,wrong_left_kidney,0.21256519854068756,0.15098758041858673,0.7618858218193054,0.01907452940940857
HEM_PA81.nii.gz,2,foreground,human liver,wrong_right_kidney,0.21256519854068756,0.21783770620822906,0.5170387625694275,0.04475061595439911
HEM_PA81.nii.gz,2,foreground,hepatic organ,source_identity,0.339029461145401,0.0,,0.11491715908050537
HEM_PA81.nii.gz,2,foreground,hepatic organ,correct_action,0.339029461145401,0.3198472261428833,0.96047443151474,0.008938209153711796
HEM_PA81.nii.gz,2,foreground,hepatic organ,wrong_spleen,0.339029461145401,0.10638458281755447,0.46300631761550903,0.09284044057130814
HEM_PA81.nii.gz,2,foreground,hepatic organ,wrong_left_kidney,0.339029461145401,0.15098758041858673,0.7352332472801208,0.06245321407914162
HEM_PA81.nii.gz,2,foreground,hepatic organ,wrong_right_kidney,0.339029461145401,0.21783770620822906,0.8638521432876587,0.034790199249982834
HEM_PA81.nii.gz,3,foreground,the liver,source_identity,0.09943767637014389,0.0,,0.009887865744531155
HEM_PA81.nii.gz,3,foreground,the liver,correct_action,0.09943767637014389,0.09572611004114151,0.9738356471061707,0.0005118819535709918
HEM_PA81.nii.gz,3,foreground,the liver,wrong_spleen,0.09943767637014389,0.08261910825967789,0.9425022006034851,0.0012276085326448083
HEM_PA81.nii.gz,3,foreground,the liver,wrong_left_kidney,0.09943767637014389,0.08573798835277557,0.6004981994628906,0.0069996677339077
HEM_PA81.nii.gz,3,foreground,the liver,wrong_right_kidney,0.09943767637014389,0.10428785532712936,0.5310567021369934,0.00974955502897501
HEM_PA81.nii.gz,3,foreground,human liver,source_identity,0.18238253891468048,0.0,,0.033262792974710464
HEM_PA81.nii.gz,3,foreground,human liver,correct_action,0.18238253891468048,0.17072893679141998,0.9755349159240723,0.0016593588516116142
HEM_PA81.nii.gz,3,foreground,human liver,wrong_spleen,0.18238253891468048,0.08261910825967789,0.21479764580726624,0.033615440130233765
HEM_PA81.nii.gz,3,foreground,human liver,wrong_left_kidney,0.18238253891468048,0.08573798835277557,0.7325102090835571,0.017705388367176056
HEM_PA81.nii.gz,3,foreground,human liver,wrong_right_kidney,0.18238253891468048,0.10428785532712936,0.31068867444992065,0.032319989055395126
HEM_PA81.nii.gz,3,foreground,hepatic organ,source_identity,0.2211288958787918,0.0,,0.04889596998691559
HEM_PA81.nii.gz,3,foreground,hepatic organ,correct_action,0.2211288958787918,0.2219880074262619,0.9820800423622131,0.001759974635206163
HEM_PA81.nii.gz,3,foreground,hepatic organ,wrong_spleen,0.2211288958787918,0.08261910825967789,0.10958065837621689,0.05171780288219452
HEM_PA81.nii.gz,3,foreground,hepatic organ,wrong_left_kidney,0.2211288958787918,0.08573798835277557,0.4593215584754944,0.038830697536468506
HEM_PA81.nii.gz,3,foreground,hepatic organ,wrong_right_kidney,0.2211288958787918,0.10428785532712936,0.6821267008781433,0.02831164561212063
HEM_PA89.nii.gz,0,context,the liver,source_identity,0.10435470938682556,0.0,,0.010890141129493713
HEM_PA89.nii.gz,0,context,the liver,correct_action,0.10435470938682556,0.11083981394767761,0.9443464875221252,0.0013295367825776339
HEM_PA89.nii.gz,0,context,the liver,wrong_spleen,0.10435470938682556,0.09548990428447723,0.9102814793586731,0.0018666824325919151
HEM_PA89.nii.gz,0,context,the liver,wrong_left_kidney,0.10435470938682556,0.10150096565485,0.5657135248184204,0.009208358824253082
HEM_PA89.nii.gz,0,context,the liver,wrong_right_kidney,0.10435470938682556,0.11204905807971954,0.6017961502075195,0.009371678344905376
HEM_PA89.nii.gz,0,context,human liver,source_identity,0.18994687497615814,0.0,,0.03607964143157005
HEM_PA89.nii.gz,0,context,human liver,correct_action,0.18994687497615814,0.19221509993076324,0.9395979046821594,0.004415766801685095
HEM_PA89.nii.gz,0,context,human liver,wrong_spleen,0.18994687497615814,0.09548990428447723,0.20831803977489471,0.0376410074532032
HEM_PA89.nii.gz,0,context,human liver,wrong_left_kidney,0.18994687497615814,0.10150096565485,0.7223970890045166,0.018526846542954445
HEM_PA89.nii.gz,0,context,human liver,wrong_right_kidney,0.18994687497615814,0.11204905807971954,0.3232633173465729,0.03487437218427658
HEM_PA89.nii.gz,0,context,hepatic organ,source_identity,0.23001731932163239,0.0,,0.052907176315784454
HEM_PA89.nii.gz,0,context,hepatic organ,correct_action,0.23001731932163239,0.22749626636505127,0.9609348773956299,0.0040947021916508675
HEM_PA89.nii.gz,0,context,hepatic organ,wrong_spleen,0.23001731932163239,0.09548990428447723,0.10435996949672699,0.05744103714823723
HEM_PA89.nii.gz,0,context,hepatic organ,wrong_left_kidney,0.23001731932163239,0.10150096565485,0.41688498854637146,0.04374374449253082
HEM_PA89.nii.gz,0,context,hepatic organ,wrong_right_kidney,0.23001731932163239,0.11204905807971954,0.6202069520950317,0.03349298983812332
HEM_PA89.nii.gz,1,context,the liver,source_identity,0.10645370185375214,0.0,,0.011332396417856216
HEM_PA89.nii.gz,1,context,the liver,correct_action,0.10645370185375214,0.10289306193590164,0.9780147671699524,0.0004943017847836018
HEM_PA89.nii.gz,1,context,the liver,wrong_spleen,0.10645370185375214,0.09192673861980438,0.9309514760971069,0.0015624447260051966
HEM_PA89.nii.gz,1,context,the liver,wrong_left_kidney,0.10645370185375214,0.10479605942964554,0.5569968819618225,0.009886973537504673
HEM_PA89.nii.gz,1,context,the liver,wrong_right_kidney,0.10645370185375214,0.1185113936662674,0.5532058477401733,0.011418883688747883
HEM_PA89.nii.gz,1,context,human liver,source_identity,0.20409955084323883,0.0,,0.04165633022785187
HEM_PA89.nii.gz,1,context,human liver,correct_action,0.20409955084323883,0.2002948671579361,0.9854201674461365,0.0012065101182088256
HEM_PA89.nii.gz,1,context,human liver,wrong_spleen,0.20409955084323883,0.09192673861980438,0.29892632365226746,0.03888984024524689
HEM_PA89.nii.gz,1,context,human liver,wrong_left_kidney,0.20409955084323883,0.10479605942964554,0.7996986508369446,0.018429474905133247
HEM_PA89.nii.gz,1,context,human liver,wrong_right_kidney,0.20409955084323883,0.1185113936662674,0.4368964731693268,0.034565918147563934
HEM_PA89.nii.gz,1,context,hepatic organ,source_identity,0.2401740849018097,0.0,,0.05768190324306488
HEM_PA89.nii.gz,1,context,hepatic organ,correct_action,0.2401740849018097,0.24129819869995117,0.9836813807487488,0.0018926517805084586
HEM_PA89.nii.gz,1,context,hepatic organ,wrong_spleen,0.2401740849018097,0.09192673861980438,0.16411741077899933,0.05888548865914345
HEM_PA89.nii.gz,1,context,hepatic organ,wrong_left_kidney,0.2401740849018097,0.10479605942964554,0.46367570757865906,0.045323699712753296
HEM_PA89.nii.gz,1,context,hepatic organ,wrong_right_kidney,0.2401740849018097,0.1185113936662674,0.7109517455101013,0.03125547245144844
HEM_PA89.nii.gz,2,foreground,the liver,source_identity,0.10365406423807144,0.0,,0.010744180530309677
HEM_PA89.nii.gz,2,foreground,the liver,correct_action,0.10365406423807144,0.09992507845163345,0.9800599217414856,0.00042696925811469555
HEM_PA89.nii.gz,2,foreground,the liver,wrong_spleen,0.10365406423807144,0.08898220211267471,0.931028425693512,0.0014875659253448248
HEM_PA89.nii.gz,2,foreground,the liver,wrong_left_kidney,0.10365406423807144,0.10066938400268555,0.5586977005004883,0.009218716062605381
HEM_PA89.nii.gz,2,foreground,the liver,wrong_right_kidney,0.10365406423807144,0.11528468132019043,0.5464633703231812,0.010974566452205181
HEM_PA89.nii.gz,2,foreground,human liver,source_identity,0.19986462593078613,0.0,,0.039945777505636215
HEM_PA89.nii.gz,2,foreground,human liver,correct_action,0.19986462593078613,0.19302135705947876,0.9826506972312927,0.0013854354619979858
HEM_PA89.nii.gz,2,foreground,human liver,wrong_spleen,0.19986462593078613,0.08898220211267471,0.28942713141441345,0.03756903484463692
HEM_PA89.nii.gz,2,foreground,human liver,wrong_left_kidney,0.19986462593078613,0.10066938400268555,0.7913841009140015,0.018234461545944214
HEM_PA89.nii.gz,2,foreground,human liver,wrong_right_kidney,0.19986462593078613,0.11528468132019043,0.4428037703037262,0.032830774784088135
HEM_PA89.nii.gz,2,foreground,hepatic organ,source_identity,0.23416106402873993,0.0,,0.05482902377843857
HEM_PA89.nii.gz,2,foreground,hepatic organ,correct_action,0.23416106402873993,0.23760591447353363,0.9858686923980713,0.0015842788852751255
HEM_PA89.nii.gz,2,foreground,hepatic organ,wrong_spleen,0.23416106402873993,0.08898220211267471,0.1757621318101883,0.05542241409420967
HEM_PA89.nii.gz,2,foreground,hepatic organ,wrong_left_kidney,0.23416106402873993,0.10066938400268555,0.4812726676464081,0.042273953557014465
HEM_PA89.nii.gz,2,foreground,hepatic organ,wrong_right_kidney,0.23416106402873993,0.11528468132019043,0.719517171382904,0.02927369438111782
HEM_PA89.nii.gz,3,foreground,the liver,source_identity,0.11734283715486526,0.0,,0.01376917865127325
HEM_PA89.nii.gz,3,foreground,the liver,correct_action,0.11734283715486526,0.10971690714359283,0.9637767672538757,0.0009908516658470035
HEM_PA89.nii.gz,3,foreground,the liver,wrong_spleen,0.11734283715486526,0.108734630048275,0.8213894367218018,0.004631912801414728
HEM_PA89.nii.gz,3,foreground,the liver,wrong_left_kidney,0.11734283715486526,0.16677284240722656,0.37341374158859253,0.026967095211148262
HEM_PA89.nii.gz,3,foreground,the liver,wrong_right_kidney,0.11734283715486526,0.24617347121238708,0.25346729159355164,0.05972635746002197
HEM_PA89.nii.gz,3,foreground,human liver,source_identity,0.2336505800485611,0.0,,0.054587144404649734
HEM_PA89.nii.gz,3,foreground,human liver,correct_action,0.2336505800485611,0.2804906368255615,0.9599421620368958,0.007443780079483986
HEM_PA89.nii.gz,3,foreground,human liver,wrong_spleen,0.2336505800485611,0.108734630048275,0.4435208737850189,0.043875329196453094
HEM_PA89.nii.gz,3,foreground,human liver,wrong_left_kidney,0.2336505800485611,0.16677284240722656,0.8300356268882751,0.017716722562909126
HEM_PA89.nii.gz,3,foreground,human liver,wrong_right_kidney,0.2336505800485611,0.24617347121238708,0.5852298736572266,0.04786602035164833
HEM_PA89.nii.gz,3,foreground,hepatic organ,source_identity,0.48925480246543884,0.0,,0.2392643392086029
HEM_PA89.nii.gz,3,foreground,hepatic organ,correct_action,0.48925480246543884,0.3553374111652374,0.9308991432189941,0.041941795498132706
HEM_PA89.nii.gz,3,foreground,hepatic organ,wrong_spleen,0.48925480246543884,0.108734630048275,0.46313169598579407,0.20182789862155914
HEM_PA89.nii.gz,3,foreground,hepatic organ,wrong_left_kidney,0.48925480246543884,0.16677284240722656,0.7576154470443726,0.14348556101322174
HEM_PA89.nii.gz,3,foreground,hepatic organ,wrong_right_kidney,0.48925480246543884,0.24617347121238708,0.9060492515563965,0.08168349415063858
HEM_PA101.nii.gz,0,context,the liver,source_identity,0.03892359882593155,0.0,,0.0015150497201830149
HEM_PA101.nii.gz,0,context,the liver,correct_action,0.03892359882593155,0.03762636333703995,0.8305022716522217,0.0004981606616638601
HEM_PA101.nii.gz,0,context,the liver,wrong_spleen,0.03892359882593155,0.03566896915435791,0.6374512314796448,0.001017294474877417
HEM_PA101.nii.gz,0,context,the liver,wrong_left_kidney,0.03892359882593155,0.04275127500295639,0.3084176778793335,0.002316287951543927
HEM_PA101.nii.gz,0,context,the liver,wrong_right_kidney,0.03892359882593155,0.05235976725816727,0.1259167641401291,0.003743354929611087
HEM_PA101.nii.gz,0,context,human liver,source_identity,0.06798174232244492,0.0,,0.004621466156095266
HEM_PA101.nii.gz,0,context,human liver,correct_action,0.06798174232244492,0.07684653252363205,0.9648517370223999,0.00044581948895938694
HEM_PA101.nii.gz,0,context,human liver,wrong_spleen,0.06798174232244492,0.03566896915435791,0.4696480333805084,0.0036161113530397415
HEM_PA101.nii.gz,0,context,human liver,wrong_left_kidney,0.06798174232244492,0.04275127500295639,0.7014952898025513,0.002371641807258129
HEM_PA101.nii.gz,0,context,human liver,wrong_right_kidney,0.06798174232244492,0.05235976725816727,0.343567818403244,0.0049171424470841885
HEM_PA101.nii.gz,0,context,hepatic organ,source_identity,0.08836304396390915,0.0,,0.007808008696883917
HEM_PA101.nii.gz,0,context,hepatic organ,correct_action,0.08836304396390915,0.09707093238830566,0.9799339771270752,0.000420058990130201
HEM_PA101.nii.gz,0,context,hepatic organ,wrong_spleen,0.08836304396390915,0.03566896915435791,0.3710576593875885,0.00674127321690321
HEM_PA101.nii.gz,0,context,hepatic organ,wrong_left_kidney,0.08836304396390915,0.04275127500295639,0.616215169429779,0.004980017896741629
HEM_PA101.nii.gz,0,context,hepatic organ,wrong_right_kidney,0.08836304396390915,0.05235976725816727,0.8651857972145081,0.002543710172176361
HEM_PA101.nii.gz,1,context,the liver,source_identity,0.055287402123212814,0.0,,0.0030565860215574503
HEM_PA101.nii.gz,1,context,the liver,correct_action,0.055287402123212814,0.047011490911245346,0.8944645524024963,0.0006170715787447989
HEM_PA101.nii.gz,1,context,the liver,wrong_spleen,0.055287402123212814,0.04373253509402275,0.7292815446853638,0.0014425801346078515
HEM_PA101.nii.gz,1,context,the liver,wrong_left_kidney,0.055287402123212814,0.05224362015724182,0.3956424593925476,0.0035004073288291693
HEM_PA101.nii.gz,1,context,the liver,wrong_right_kidney,0.055287402123212814,0.06348084658384323,0.22921282052993774,0.005477383732795715
HEM_PA101.nii.gz,1,context,human liver,source_identity,0.09732559323310852,0.0,,0.009472223930060863
HEM_PA101.nii.gz,1,context,human liver,correct_action,0.09732559323310852,0.09587439894676208,0.9603164196014404,0.0007426803349517286
HEM_PA101.nii.gz,1,context,human liver,wrong_spleen,0.09732559323310852,0.04373253509402275,0.4855133593082428,0.007251793053001165
HEM_PA101.nii.gz,1,context,human liver,wrong_left_kidney,0.09732559323310852,0.05224362015724182,0.7477135062217712,0.004597933497279882
HEM_PA101.nii.gz,1,context,human liver,wrong_right_kidney,0.09732559323310852,0.06348084658384323,0.38751015067100525,0.008713728748261929
HEM_PA101.nii.gz,1,context,hepatic organ,source_identity,0.12551039457321167,0.0,,0.015753384679555893
HEM_PA101.nii.gz,1,context,hepatic organ,correct_action,0.12551039457321167,0.11564160138368607,0.9693014025688171,0.000988560263067484
HEM_PA101.nii.gz,1,context,hepatic organ,wrong_spleen,0.12551039457321167,0.04373253509402275,0.3717348873615265,0.013585025444626808
HEM_PA101.nii.gz,1,context,hepatic organ,wrong_left_kidney,0.12551039457321167,0.05224362015724182,0.6134130358695984,0.010438160970807076
HEM_PA101.nii.gz,1,context,hepatic organ,wrong_right_kidney,0.12551039457321167,0.06348084658384323,0.8824538588523865,0.005720955319702625
HEM_PA101.nii.gz,2,foreground,the liver,source_identity,0.10455168038606644,0.0,,0.010931112803518772
HEM_PA101.nii.gz,2,foreground,the liver,correct_action,0.10455168038606644,0.1027943566441536,0.9692343473434448,0.0006643878296017647
HEM_PA101.nii.gz,2,foreground,the liver,wrong_spleen,0.10455168038606644,0.09276536852121353,0.902986466884613,0.002020751591771841
HEM_PA101.nii.gz,2,foreground,the liver,wrong_left_kidney,0.10455168038606644,0.10782939940690994,0.5340253710746765,0.010517356917262077
HEM_PA101.nii.gz,2,foreground,the liver,wrong_right_kidney,0.10455168038606644,0.13798613846302032,0.4484940767288208,0.017030755057930946
HEM_PA101.nii.gz,2,foreground,human liver,source_identity,0.1912917196750641,0.0,,0.03659163415431976
HEM_PA101.nii.gz,2,foreground,human liver,correct_action,0.1912917196750641,0.19825582206249237,0.9763755202293396,0.0018403561552986503
HEM_PA101.nii.gz,2,foreground,human liver,wrong_spleen,0.1912917196750641,0.09276536852121353,0.3068288564682007,0.03430759161710739
HEM_PA101.nii.gz,2,foreground,human liver,wrong_left_kidney,0.1912917196750641,0.10782939940690994,0.7659666538238525,0.016620302572846413
HEM_PA101.nii.gz,2,foreground,human liver,wrong_right_kidney,0.1912917196750641,0.13798613846302032,0.4118259847164154,0.03389107435941696
HEM_PA101.nii.gz,2,foreground,hepatic organ,source_identity,0.23292426764965057,0.0,,0.05424952507019043
HEM_PA101.nii.gz,2,foreground,hepatic organ,correct_action,0.23292426764965057,0.2478206753730774,0.9700251817703247,0.0036821183748543262
HEM_PA101.nii.gz,2,foreground,hepatic organ,wrong_spleen,0.23292426764965057,0.09276536852121353,0.23631508648395538,0.05264279618859291
HEM_PA101.nii.gz,2,foreground,hepatic organ,wrong_left_kidney,0.23292426764965057,0.10782939940690994,0.5357922315597534,0.03896387666463852
HEM_PA101.nii.gz,2,foreground,hepatic organ,wrong_right_kidney,0.23292426764965057,0.13798613846302032,0.7036208510398865,0.028062522411346436
HEM_PA101.nii.gz,3,foreground,the liver,source_identity,0.09965690225362778,0.0,,0.009931474924087524
HEM_PA101.nii.gz,3,foreground,the liver,correct_action,0.09965690225362778,0.09802468866109848,0.9731605648994446,0.0005270404508337379
HEM_PA101.nii.gz,3,foreground,the liver,wrong_spleen,0.09965690225362778,0.08645191043615341,0.914625346660614,0.001645463751628995
HEM_PA101.nii.gz,3,foreground,the liver,wrong_left_kidney,0.09965690225362778,0.0971476137638092,0.5323122143745422,0.009062048979103565
HEM_PA101.nii.gz,3,foreground,the liver,wrong_right_kidney,0.09965690225362778,0.11870124936103821,0.46681761741638184,0.012977112084627151
HEM_PA101.nii.gz,3,foreground,human liver,source_identity,0.18920637667179108,0.0,,0.03579804301261902
HEM_PA101.nii.gz,3,foreground,human liver,correct_action,0.18920637667179108,0.18200133740901947,0.9732637405395508,0.0018932303646579385
HEM_PA101.nii.gz,3,foreground,human liver,wrong_spleen,0.18920637667179108,0.08645191043615341,0.2660338878631592,0.034568846225738525
HEM_PA101.nii.gz,3,foreground,human liver,wrong_left_kidney,0.18920637667179108,0.0971476137638092,0.7460683584213257,0.017809322103857994
HEM_PA101.nii.gz,3,foreground,human liver,wrong_right_kidney,0.18920637667179108,0.11870124936103821,0.3846651613712311,0.03260970860719681
HEM_PA101.nii.gz,3,foreground,hepatic organ,source_identity,0.22535593807697296,0.0,,0.050783973187208176
HEM_PA101.nii.gz,3,foreground,hepatic organ,correct_action,0.22535593807697296,0.23312175273895264,0.9838936924934387,0.0017525680596008897
HEM_PA101.nii.gz,3,foreground,hepatic organ,wrong_spleen,0.22535593807697296,0.08645191043615341,0.20604050159454346,0.050229575484991074
HEM_PA101.nii.gz,3,foreground,hepatic organ,wrong_left_kidney,0.22535593807697296,0.0971476137638092,0.5282264947891235,0.03709328919649124
HEM_PA101.nii.gz,3,foreground,hepatic organ,wrong_right_kidney,0.22535593807697296,0.11870124936103821,0.7206878662109375,0.02631775476038456
HCC_10020116_20180118.nii.gz,0,context,the liver,source_identity,0.12385693937540054,0.0,,0.01534359436482191
HCC_10020116_20180118.nii.gz,0,context,the liver,correct_action,0.12385693937540054,0.11848239600658417,0.9752537608146667,0.0007553346222266555
HCC_10020116_20180118.nii.gz,0,context,the liver,wrong_spleen,0.12385693937540054,0.09333093464374542,0.758883535861969,0.006507591810077429
HCC_10020116_20180118.nii.gz,0,context,the liver,wrong_left_kidney,0.12385693937540054,0.2030297964811325,-0.16379636526107788,0.06481238454580307
HCC_10020116_20180118.nii.gz,0,context,the liver,wrong_right_kidney,0.12385693937540054,0.2448323369026184,-0.17308460175991058,0.08579778671264648
HCC_10020116_20180118.nii.gz,0,context,human liver,source_identity,0.2850370705127716,0.0,,0.08118671923875809
